"rules","support","confidence","coverage","lift","count"
"{adherencia=intermedia,retweet_verified=Verificados,RT_popular=muy muchos} => {difusion=baja}",0.0225042020294246,0.520768307322929,0.0432134630947687,2.14617911644925,2169
"{adherencia=intermedia,difusion=baja,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.0225042020294246,0.711147540983607,0.0316449129505509,3.17029705342655,2169
"{difusion=baja,retweet_es_finde=Finde,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.0217779253387562,0.689326765188834,0.0315930360440746,3.07301999456199,2099
"{polaridad=Negativo,retweet_verified=Verificados,RT_popular=muy muchos} => {retweet_es_finde=Finde}",0.0253885580295076,0.633445508672017,0.0400800979435994,1.03871829145459,2447
"{retweet_es_finde=Finde,retweet_verified=Verificados,RT_popular=muy muchos} => {polaridad=Negativo}",0.0253885580295076,0.256633455689565,0.0989292606503289,1.04085363264903,2447
"{polaridad=Negativo,retweet_es_finde=Finde,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.0253885580295076,0.665307232191408,0.0381606524039758,2.96594087202,2447
"{fecha_inicio_T_momento=Tarde,retweet_verified=Verificados,RT_popular=muy muchos} => {n_char=medio}",0.0202942458135336,0.328242993790904,0.0618268971384698,1.31365345793942,1956
"{fecha_inicio_T_momento=Tarde,n_char=medio,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.0202942458135336,0.706137184115524,0.0287398061878774,3.14796087323878,1956
"{retweet_es_finde=Laborable,retweet_verified=Verificados,RT_popular=muy muchos} => {n_char=medio}",0.0217260484322799,0.346115702479339,0.0627710568363387,1.38518139917633,2094
"{n_char=medio,retweet_es_finde=Laborable,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.0217260484322799,0.709589969501864,0.0306177502023199,3.16335339687922,2094
"{fecha_inicio_T_momento=Noche,retweet_verified=Verificados,RT_popular=muy muchos} => {n_char=medio}",0.025326305741736,0.344725321282305,0.0734680749517545,1.37961698774368,2441
"{fecha_inicio_T_momento=Noche,n_char=medio,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.025326305741736,0.67880978865406,0.0373098711377643,3.0261352937121,2441
"{polaridad=Neutro,retweet_verified=Verificados,RT_popular=muy muchos} => {n_char=medio}",0.0262704654396049,0.330160385969488,0.0795687991533689,1.32132700745385,2532
"{n_char=medio,polaridad=Neutro,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.0262704654396049,0.685992955838526,0.0382955323608143,3.05815786631031,2532
"{retweet_es_finde=Finde,retweet_verified=Verificados,RT_popular=muy muchos} => {n_char=medio}",0.0330144632815256,0.33371788148925,0.0989292606503289,1.33556437543898,3182
"{n_char=medio,retweet_es_finde=Finde,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.0330144632815256,0.68489022815325,0.04820402149779,3.05324190424915,3182
"{polaridad=Positivo,retweet_es_finde=Finde,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.0253574318856218,0.643496577145866,0.0394056981594074,2.86870893147423,2444
"{difusion=alta,retweet_verified=Verificados,RT_popular=muy muchos} => {adherencia=alta}",0.0212695316552883,0.342866700117076,0.0620344047643751,1.22957948692827,2050
"{adherencia=alta,retweet_verified=Verificados,RT_popular=muy muchos} => {difusion=alta}",0.0212695316552883,0.367910983488873,0.0578116245772032,1.41308665061866,2050
"{adherencia=alta,difusion=alta,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.0212695316552883,0.671250818598559,0.031686414475732,2.99243739121953,2050
"{fecha_inicio_T_momento=Tarde,retweet_verified=Verificados,RT_popular=muy muchos} => {difusion=alta}",0.0232823556265693,0.376573250545394,0.0618268971384698,1.44635701897131,2244
"{difusion=alta,fecha_inicio_T_momento=Tarde,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.0232823556265693,0.606978631322694,0.0383577846485858,2.70591186143126,2244
